antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCxMXl9L79X1Mq_4iwCOyPFg",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCME81PohuzT1JMCsEtvsD2w",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UCHfF8wFnipMeDpJf8OmMxDg, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UCTvZcgH_rsvaGuZ8mU5jpnA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UChLtXXpo4Ge1ReTEboVvTDg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0012091898428053204,0.03869407496977025,0.0012091898428053204,1.0,25.84375,1.0,0.0011624013603751266,inf,0.9624697336561743,0.03125,1.0,0.515625
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCH1oRy1dINbMVp3UFWrKP0w",CH:UCVuFPbAjTi3mqpH-0veJRWg,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UCME81PohuzT1JMCsEtvsD2w,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCw77677G3EAODp61b0izs7w",CH:UCVuFPbAjTi3mqpH-0veJRWg,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCStCUMvCw067Nw5uSlbyDsw,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCef1-8eOpJgud7szVPlZQAQ",CH:UCVuFPbAjTi3mqpH-0veJRWg,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCdtXPiqI2cLorKaPrfpKc4g,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCmYesELO6axBrCuSpf7S9DQ",CH:UCef1-8eOpJgud7szVPlZQAQ,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
CH:UC8p1vwvWtl6T73JiExfWs1g,CH:UCVuFPbAjTi3mqpH-0veJRWg,0.0024183796856106408,0.019347037484885126,0.0012091898428053204,0.5,25.84375,1.0,0.0011624013603751266,1.9613059250302298,0.9636363636363637,0.05882352941176471,0.49013563501849566,0.28125
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCIjSUWHWp6KohfnR5OQTXnQ",CH:UCxMXl9L79X1Mq_4iwCOyPFg,0.0036275695284159614,0.013301088270858524,0.0012091898428053204,0.3333333333333333,25.060606060606062,1.0,0.0011609392202991831,1.4800483675937122,0.9635922330097089,0.07692307692307693,0.32434640522875813,0.2121212121212121
CH:UC415bOPUcGSamy543abLmRA,CH:UCxMXl9L79X1Mq_4iwCOyPFg,0.0036275695284159614,0.013301088270858524,0.0012091898428053204,0.3333333333333333,25.060606060606062,1.0,0.0011609392202991831,1.4800483675937122,0.9635922330097089,0.07692307692307693,0.32434640522875813,0.2121212121212121
CH:UCT6JZ5y-8twTYzwTJ2y5tEQ,CH:UCMwJJL5FJFuTRT55ksbQ4GQ,0.0036275695284159614,0.013301088270858524,0.0012091898428053204,0.3333333333333333,25.060606060606062,1.0,0.0011609392202991831,1.4800483675937122,0.9635922330097089,0.07692307692307693,0.32434640522875813,0.2121212121212121
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com","CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.04232164449818621,0.0012091898428053204,1.0,23.62857142857143,1.0,0.001158014940147296,inf,0.9588377723970943,0.02857142857142857,1.0,0.5142857142857142
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCH1oRy1dINbMVp3UFWrKP0w",CH:UC_vFLohxs5PkAxlk7Y6jEtw,0.0024183796856106408,0.02176541717049577,0.0012091898428053204,0.5,22.97222222222222,1.0,0.0011565528000713524,1.9564691656590085,0.9587878787878789,0.05263157894736842,0.48887515451174285,0.2777777777777778
CH:UCTvZcgH_rsvaGuZ8mU5jpnA,CH:UC_vFLohxs5PkAxlk7Y6jEtw,0.0024183796856106408,0.02176541717049577,0.0012091898428053204,0.5,22.97222222222222,1.0,0.0011565528000713524,1.9564691656590085,0.9587878787878789,0.05263157894736842,0.48887515451174285,0.2777777777777778
"CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q",0.0036275695284159614,0.014510278113663845,0.0012091898428053204,0.3333333333333333,22.97222222222222,1.0,0.0011565528000713524,1.478234582829504,0.9599514563106797,0.07142857142857142,0.3235173824130879,0.20833333333333331
"CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q",0.0036275695284159614,0.014510278113663845,0.0012091898428053204,0.3333333333333333,22.97222222222222,1.0,0.0011565528000713524,1.478234582829504,0.9599514563106797,0.07142857142857142,0.3235173824130879,0.20833333333333331
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0012091898428053204,0.044740024183796856,0.0012091898428053204,1.0,22.35135135135135,1.0,0.001155090659995409,inf,0.9564164648910412,0.027027027027027025,1.0,0.5135135135135135
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC9k-yiEpRHMNVOnOi_aQK8w",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0012091898428053204,0.044740024183796856,0.0012091898428053204,1.0,22.35135135135135,1.0,0.001155090659995409,inf,0.9564164648910412,0.027027027027027025,1.0,0.5135135135135135
"CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0012091898428053204,0.044740024183796856,0.0012091898428053204,1.0,22.35135135135135,1.0,0.001155090659995409,inf,0.9564164648910412,0.027027027027027025,1.0,0.5135135135135135
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCXIJgqnII2ZOINSWNOGFThA","CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCoMdktPbSTixAyNGwb-UYkQ",0.0024183796856106408,0.022974607013301087,0.0012091898428053204,0.5,21.763157894736842,1.0,0.0011536285199194652,1.9540507859733978,0.9563636363636364,0.05,0.4882425742574258,0.2763157894736842
CH:UC8p1vwvWtl6T73JiExfWs1g,CH:UCIjSUWHWp6KohfnR5OQTXnQ,0.0024183796856106408,0.022974607013301087,0.0012091898428053204,0.5,21.763157894736842,1.0,0.0011536285199194652,1.9540507859733978,0.9563636363636364,0.05,0.4882425742574258,0.2763157894736842
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCQfwfsi5VrQ8yKZ-UWmAEFg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UCK7tptUDHh-RYDsdxO1-5QQ, CH:UCVuFPbAjTi3mqpH-0veJRWg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
CH:UC72UssJ1DNQcakZXm-B2-zw,CH:UCXIJgqnII2ZOINSWNOGFThA,0.0012091898428053204,0.0471584038694075,0.0012091898428053204,1.0,21.205128205128204,1.0,0.0011521663798435217,inf,0.9539951573849879,0.02564102564102564,1.0,0.5128205128205128
"CH:UCStCUMvCw067Nw5uSlbyDsw, CH:UChDKyKQ59fYz3JO2fl0Z6sg",CH:UC__2_0RJ8XnHt2angfw6S1Q,0.0036275695284159614,0.015719467956469165,0.0012091898428053204,0.3333333333333333,21.205128205128204,1.0,0.0011521663798435217,1.4764207980652961,0.9563106796116505,0.06666666666666667,0.3226863226863227,0.20512820512820512
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC__2_0RJ8XnHt2angfw6S1Q",CH:UCO0akufu9MOzyz3nvGIXAAw,0.0012091898428053204,0.04836759371221282,0.0012091898428053204,1.0,20.675,1.0,0.0011507042397675782,inf,0.9527845036319612,0.024999999999999998,1.0,0.5125
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UChDKyKQ59fYz3JO2fl0Z6sg,0.0024183796856106408,0.026602176541717048,0.0012091898428053204,0.5,18.795454545454547,1.0,0.001144855679463804,1.946795646916566,0.9490909090909092,0.04347826086956522,0.4863354037267081,0.2727272727272727
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCw77677G3EAODp61b0izs7w",CH:UChDKyKQ59fYz3JO2fl0Z6sg,0.0024183796856106408,0.026602176541717048,0.0012091898428053204,0.5,18.795454545454547,1.0,0.001144855679463804,1.946795646916566,0.9490909090909092,0.04347826086956522,0.4863354037267081,0.2727272727272727
CH:UC72nbKQLSDyiSARhg0Ywj4w,CH:UCStCUMvCw067Nw5uSlbyDsw,0.013301088270858524,0.019347037484885126,0.0048367593712212815,0.36363636363636365,18.795454545454547,1.0,0.004579422717855216,1.5410260839523235,0.9595588235294118,0.1739130434782609,0.3510817172962672,0.3068181818181818
"CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCwWhs_6x42TyRM4Wstoq8HA",CH:UCknLrEdhRCp1aegoMqRaCZg,0.0012091898428053204,0.05441354292623942,0.0012091898428053204,1.0,18.377777777777776,1.0,0.0011433935393878605,inf,0.9467312348668281,0.02222222222222222,1.0,0.5111111111111111
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg",DOM:www.youtube.com,0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw",DOM:www.youtube.com,0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCupvZG-5ko_eiXAupbDfxWw",0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCIRYBXDze5krPDzAEOxFGVA","CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw",0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw",DOM:www.youtube.com,0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com","CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw",0.0036275695284159614,0.018137847642079808,0.0012091898428053204,0.3333333333333333,18.377777777777776,1.0,0.0011433935393878603,1.47279322853688,0.9490291262135921,0.058823529411764705,0.32101806239737274,0.19999999999999998
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCH1oRy1dINbMVp3UFWrKP0w,0.0024183796856106408,0.02902055622732769,0.0012091898428053204,0.5,17.229166666666668,1.0,0.0011390071191600298,1.9419588875453446,0.9442424242424243,0.04,0.4850560398505604,0.2708333333333333
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UCrvhNP_lWuPIP6QZzJmM-bw,0.0024183796856106408,0.02902055622732769,0.0012091898428053204,0.5,17.229166666666668,1.0,0.0011390071191600298,1.9419588875453446,0.9442424242424243,0.04,0.4850560398505604,0.2708333333333333
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCVuFPbAjTi3mqpH-0veJRWg",CH:UCH1oRy1dINbMVp3UFWrKP0w,0.0024183796856106408,0.02902055622732769,0.0012091898428053204,0.5,17.229166666666668,1.0,0.0011390071191600298,1.9419588875453446,0.9442424242424243,0.04,0.4850560398505604,0.2708333333333333
CH:UCZFMm1mMw0F81Z37aaEzTUA,CH:UCH1oRy1dINbMVp3UFWrKP0w,0.0024183796856106408,0.02902055622732769,0.0012091898428053204,0.5,17.229166666666668,1.0,0.0011390071191600298,1.9419588875453446,0.9442424242424243,0.04,0.4850560398505604,0.2708333333333333
"CH:UC72nbKQLSDyiSARhg0Ywj4w, CH:UCBi2mrWuNuyYy4gbM6fU18Q",CH:UCStCUMvCw067Nw5uSlbyDsw,0.0036275695284159614,0.019347037484885126,0.0012091898428053204,0.3333333333333333,17.229166666666668,1.0,0.0011390071191600298,1.4709794437726722,0.9453883495145632,0.05555555555555556,0.3201808466913275,0.19791666666666666
CH:UCSOkex4abVl14cZ4tLyUYzw,CH:UCef1-8eOpJgud7szVPlZQAQ,0.0036275695284159614,0.019347037484885126,0.0012091898428053204,0.3333333333333333,17.229166666666668,1.0,0.0011390071191600298,1.4709794437726722,0.9453883495145632,0.05555555555555556,0.3201808466913275,0.19791666666666666
CH:UCQ7NR-yAwCUl5hclaRU0Q8Q,DOM:youtu.be,0.0024183796856106408,0.030229746070133012,0.0012091898428053204,0.5,16.54,1.0,0.0011360828390081425,1.9395405078597339,0.9418181818181819,0.03846153846153845,0.4844139650872818,0.27
"CH:UCCXoCcu9Rp7NPbTzIvogpZg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCP6HGa63sBC7-KHtkme-p-g,0.0024183796856106408,0.032648125755743655,0.0012091898428053204,0.5,15.314814814814813,1.0,0.0011302342787043683,1.9347037484885128,0.936969696969697,0.035714285714285705,0.48312499999999997,0.2685185185185185
"CH:UCStCUMvCw067Nw5uSlbyDsw, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCP6HGa63sBC7-KHtkme-p-g,0.0024183796856106408,0.032648125755743655,0.0012091898428053204,0.5,15.314814814814813,1.0,0.0011302342787043683,1.9347037484885128,0.936969696969697,0.035714285714285705,0.48312499999999997,0.2685185185185185
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UC_vFLohxs5PkAxlk7Y6jEtw,0.0036275695284159614,0.02176541717049577,0.0012091898428053204,0.3333333333333333,15.314814814814813,1.0,0.0011302342787043683,1.4673518742442562,0.9381067961165048,0.049999999999999996,0.31850020601565715,0.19444444444444442
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCaXkIU1QidjPwiAYu6GcHjg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCNZyLULUQBp5e9Q1cKtvk6Q",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
