antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UCHfF8wFnipMeDpJf8OmMxDg, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCStCUMvCw067Nw5uSlbyDsw",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx3OuVURpwh-UYamOrw-b4A",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCXIJgqnII2ZOINSWNOGFThA",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC9k-yiEpRHMNVOnOi_aQK8w",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC9k-yiEpRHMNVOnOi_aQK8w, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCME81PohuzT1JMCsEtvsD2w",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCCXoCcu9Rp7NPbTzIvogpZg, CH:UCP6HGa63sBC7-KHtkme-p-g",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UChLtXXpo4Ge1ReTEboVvTDg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
CH:UC83jt4dlz1Gjl58fzQrrKZg,CH:UCoMdktPbSTixAyNGwb-UYkQ,0.0012091898428053204,0.1608222490931076,0.0012091898428053204,1.0,6.218045112781955,1.0,0.0010147252127048275,inf,0.8401937046004841,0.0075187969924812035,1.0,0.5037593984962406
CH:UCx6h-dWzJ5NpAlja1YsApdg,CH:UCCjG8NtOig0USdrT5D1FpxQ,0.006045949214026602,0.1354292623941959,0.0048367593712212815,0.7999999999999999,5.907142857142857,1.0,0.00401796092869289,4.322853688029019,0.8357664233576642,0.035398230088495575,0.7686713286713287,0.4178571428571428
CH:UCuFFtHWoLl5fauMMD5Ww2jA,CH:UC52X5wxOL_s5yw0dQk7NtgA,0.012091898428053204,0.06771463119709795,0.0048367593712212815,0.39999999999999997,5.907142857142857,1.0,0.00401796092869289,1.5538089480048365,0.8408812729498164,0.06451612903225806,0.35642023346303503,0.2357142857142857
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCxMXl9L79X1Mq_4iwCOyPFg",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw, CH:UCmYesELO6axBrCuSpf7S9DQ",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCCj956IF62FbT7Gouszaj9w, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UC__2_0RJ8XnHt2angfw6S1Q",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCPgLNge0xqQHWM5B5EFH9Cg",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCxMXl9L79X1Mq_4iwCOyPFg",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCSQ3jNVu8Zr_toI7NWzDwHw, CH:UCmYesELO6axBrCuSpf7S9DQ",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCaXkIU1QidjPwiAYu6GcHjg, CH:UChDKyKQ59fYz3JO2fl0Z6sg",CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
DOM:imaginarygun.wordpress.com,CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
DOM:uucga.com,CH:UC16niRr50-MSBwiO3YDb3RA,0.0012091898428053204,0.18863361547763,0.0012091898428053204,1.0,5.301282051282051,1.0,0.0009810959909581256,inf,0.8123486682808716,0.00641025641025641,1.0,0.5032051282051282
"CH:UCaXkIU1QidjPwiAYu6GcHjg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0036275695284159614,0.06771463119709795,0.0012091898428053204,0.3333333333333333,4.9226190476190474,1.0,0.000963550310046803,1.398428053204353,0.799757281553398,0.017241379310344827,0.2849113705144834,0.17559523809523808
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0036275695284159614,0.14993954050785974,0.0024183796856106408,0.6666666666666666,4.446236559139785,1.0,0.0018744635773596382,2.5501813784764207,0.7779126213592233,0.015999999999999997,0.6078710289236604,0.34139784946236557
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UC__2_0RJ8XnHt2angfw6S1Q",CH:UCIRYBXDze5krPDzAEOxFGVA,0.0024183796856106408,0.12212817412333736,0.0012091898428053204,0.5,4.094059405940595,1.0,0.0009138375474647222,1.7557436517533254,0.7575757575757577,0.00980392156862745,0.43044077134986225,0.25495049504950495
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCXIJgqnII2ZOINSWNOGFThA",CH:UCIRYBXDze5krPDzAEOxFGVA,0.0024183796856106408,0.12212817412333736,0.0012091898428053204,0.5,4.094059405940595,1.0,0.0009138375474647222,1.7557436517533254,0.7575757575757577,0.00980392156862745,0.43044077134986225,0.25495049504950495
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCIRYBXDze5krPDzAEOxFGVA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCMscWako8oDvpdF4pppku-g",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCO0akufu9MOzyz3nvGIXAAw, CH:UChDKyKQ59fYz3JO2fl0Z6sg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCx3OuVURpwh-UYamOrw-b4A",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
"CH:UCef1-8eOpJgud7szVPlZQAQ, CH:UCmYesELO6axBrCuSpf7S9DQ",CH:UCeY0bbntWzzVIaj2z3QigXg,0.0012091898428053204,0.2478839177750907,0.0012091898428053204,1.0,4.034146341463415,1.0,0.0009094511272368915,inf,0.7530266343825666,0.004878048780487805,1.0,0.5024390243902439
