support,itemsets,itemset_len
0.0012091898428053204,"frozenset({'CH:UCH1oRy1dINbMVp3UFWrKP0w', 'CH:UC_vFLohxs5PkAxlk7Y6jEtw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
0.0012091898428053204,"frozenset({'CH:UCH1oRy1dINbMVp3UFWrKP0w', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCeY0bbntWzzVIaj2z3QigXg'})",3
0.0012091898428053204,"frozenset({'CH:UCH1oRy1dINbMVp3UFWrKP0w', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UChLtXXpo4Ge1ReTEboVvTDg'})",3
0.0012091898428053204,"frozenset({'CH:UCO0akufu9MOzyz3nvGIXAAw', 'CH:UCIRYBXDze5krPDzAEOxFGVA', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCIRYBXDze5krPDzAEOxFGVA', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
0.0012091898428053204,"frozenset({'CH:UCupvZG-5ko_eiXAupbDfxWw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCIRYBXDze5krPDzAEOxFGVA'})",3
0.0012091898428053204,"frozenset({'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCoMdktPbSTixAyNGwb-UYkQ', 'CH:UCME81PohuzT1JMCsEtvsD2w'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCO0akufu9MOzyz3nvGIXAAw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
0.0012091898428053204,"frozenset({'CH:UCrvhNP_lWuPIP6QZzJmM-bw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCP6HGa63sBC7-KHtkme-p-g'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCPgLNge0xqQHWM5B5EFH9Cg'})",3
0.0012091898428053204,"frozenset({'CH:UCoMdktPbSTixAyNGwb-UYkQ', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCPgLNge0xqQHWM5B5EFH9Cg'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCStCUMvCw067Nw5uSlbyDsw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
0.0012091898428053204,"frozenset({'CH:UCoMdktPbSTixAyNGwb-UYkQ', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCVuFPbAjTi3mqpH-0veJRWg'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCXIJgqnII2ZOINSWNOGFThA'})",3
0.0012091898428053204,"frozenset({'CH:UCupvZG-5ko_eiXAupbDfxWw', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UCXIJgqnII2ZOINSWNOGFThA'})",3
0.0012091898428053204,"frozenset({'CH:UCBi2mrWuNuyYy4gbM6fU18Q', 'CH:UC_vFLohxs5PkAxlk7Y6jEtw', 'CH:UChLtXXpo4Ge1ReTEboVvTDg'})",3
0.0012091898428053204,"frozenset({'CH:UCeY0bbntWzzVIaj2z3QigXg', 'CH:UCoMdktPbSTixAyNGwb-UYkQ', 'CH:UCBi2mrWuNuyYy4gbM6fU18Q'})",3
