author_id,num_channels,rule_hits
cc56e646f6b8aec1,5,29
0e2410ab413b6824,5,20
dba3eba0702950a1,4,12
9d242ec9b891884c,4,5
c89e4df795c9b01c,4,4
b08d1ae5b108884d,4,4
cc1f5999ca361492,4,3
ccec51dac8368608,4,3
f1c65f38d89fa400,2,2
318ffddfa39f77d1,4,1
8db504d3333edc80,3,1
3c7372a8acc0fc60,3,1
de92f073c0518ff7,3,1
2eacdd70a3da5ccc,3,1
7107b92198b184d8,3,1
bebab9a31c60da1e,3,1
abe1dcaef9924043,2,1
fb9f6653fce3fe57,2,1
55235ee8f28fb5df,1,1
89960bab172c9121,1,1
ab1f49713dd38317,1,1
9c1f2ec1b95ccaf0,1,1
c5476d40883f9d2a,1,1
498ba74f425f28d5,1,1
234f852b89e671b0,1,1
7f21187c73d28d35,1,1
49aea1d1c989f676,1,1
ea2441f0e1e12034,1,1
9514ba373b797b9d,1,1
756bd9dbd2058ae7,1,1
3516c4d83f793d8c,1,1
566353a1432013bb,1,1
4e806073bfd6929f,1,1
e39f19ea2d04a6ab,1,1
6fcbd4fd566f4b1a,1,1
0497f963ce65eb6a,1,1
7fe1796e6a07d917,1,1
b93df9bc7e3e44c4,1,1
39e16b67f926139d,1,1
bde0424e9f9d23b0,1,1
bb6ca6aef9b3e015,1,1
da470dc0b95df127,1,1
601fb23b75be5068,1,1
c0694ceaf4a4336b,1,1
6610ce94d569a82f,1,1
ed71c3a5f7305fc9,1,1
aa6f5b8dc45979bf,1,1
ad11b7ae38566fff,1,1
f2b22bf8a1359185,1,1
d0f25894b0316f81,1,1
87cfa3c7d91d5fe9,1,1
5f133ec8e25afe32,1,1
259461024e451439,1,1
0d5387bacb0877eb,1,1
fe5df1cc6feb20d6,1,1
5a4df2b1ebc36df7,1,1
4254f7707f81c226,1,1
1fcf46734935a372,1,1
d1af1ac355116a0c,1,1
9433c0552975009f,1,1
d6ce311320d81264,1,1
6fd29a4541760122,1,1
95561631e4a27bb0,1,1
4bafefc82b52859d,1,1
eb75f8a9e90913da,1,1
e5ca10ca8c389951,1,1
94d99c9b963a23c1,1,1
ddfa0df2896c840c,1,1
e1f2d4c96c348e13,1,1
c566b9238d6c1380,1,1
53c641e55258d59c,1,1
eb5f9e2ff9ded8ab,1,1
702f667736cf5dde,1,1
af228a15686b0ad6,1,1
90aa9ca3d75a18c8,1,1
400d022f48138165,1,1
77c2c5e503f2f314,1,1
6f1b22a1c2d5623f,1,1
e16e5f53c353e120,1,1
29ba80414f660cf7,1,1
a1f87fb4785963c9,1,1
e2e2b13b2a92f74f,1,1
8952419cd65806c7,1,1
26a3ff4b75352957,1,1
7d26422051156e67,1,1
863046d11092436a,1,1
f050493c1c5a079a,1,1
dca9ec7e32db8be0,1,1
83dc40061f18c1fb,1,1
30dbe3eb6770c12d,1,1
2b9caffa6ba7dc04,1,1
ba8175daba52c9f5,1,1
2b19416d3593a45c,1,1
abfb8759a33a8207,1,1
498b5a2d3f8cd2ec,1,1
87cea15fba2b2329,1,1
a14b04a455a3acb9,1,1
1a97bc619de1d2bd,1,1
d01fbf06b12a7e22,1,1
a1eda1ad2000f8c0,1,1
fb1909657c029e71,1,1
ac863917ec4f7de8,1,1
984ae5286eb23c3a,1,1
2fa3c7e4acfbedfc,1,1
14f56a485ffd57da,1,1
4229724bb32745ac,1,1
e9d9adcbbeb63018,1,1
e624e0e3063a779a,1,1
2357776131256a31,1,1
1a3ad55ff928669e,1,1
76e52d018c67a492,1,1
fb1afcd57199bfb8,1,1
24c4f9f9266b126d,1,1
b7e7e55399f5fae0,1,1
a088bf15f6d457a7,1,1
5fdc68539e9b8124,1,1
96622b619fd0b063,1,1
4e86c014b93c885e,1,1
ec26e679d211f9a9,4,0
634f48b5f6e818bc,4,0
b4d0b001b2cc68bb,4,0
850f9a0740758b54,4,0
5cfdf86fc7e74a0d,4,0
d1336d3c024dd991,4,0
b0de0424ee881055,3,0
c4137dcc771fa809,3,0
ac09eaba23618164,3,0
d50bfb87baf31e27,3,0
8d56635ffc3ee944,3,0
e119e4c50e0be0a9,3,0
57fc2696a1c05994,3,0
da0bacf21e44f01a,3,0
7a3f384824500375,3,0
5cc5c2b5b7107081,3,0
dc0a794e9beb8153,3,0
63efaa65daf3d1bb,3,0
12650e5cd57505b6,3,0
8b975b90b70ce4fc,3,0
25101d48d0ae6e00,3,0
1f77c2a37cc726bb,3,0
3b3117e55acd1a69,3,0
83abb031db28d557,3,0
139d29a2cdf586ec,3,0
c3bd80bef46bc7d7,3,0
830229fc29650c15,3,0
f1c8efb370f8b44a,3,0
533b294f9f927e25,3,0
ecc77646f163d934,3,0
ab92482da199b52d,3,0
be8c2a03e165363e,3,0
8cac79aeec39a437,3,0
244b6632ca66cd8a,3,0
511441b4c348705e,3,0
9c2124b2689c98e6,3,0
be75e887f255a4fa,3,0
9047fa1178e582e2,3,0
1724c476fda4b52f,3,0
e679eb128a6bfdca,3,0
1876efbd762be2a5,3,0
93a9dadaaec06b08,3,0
370df457614fa8fb,3,0
72d57fb9b1643a18,3,0
74d0b86f6f9ed055,3,0
1b11de0fafd87bcc,3,0
4494a1b1cd90c54f,3,0
25b319ac03964079,3,0
5b859c6185ef0feb,3,0
93fb76a9c14cecab,3,0
0904b83ecff8ff6e,3,0
6421197ab9481057,3,0
11315d66efb556e7,3,0
e4354ef4b20b922d,3,0
1bd56dad0e5dea83,3,0
829b127fc2004cf9,3,0
a4de74d222a98e1c,3,0
885fa0867bf91761,3,0
042bad586ac2b653,3,0
1196027529dc75d0,3,0
3c8e8123fe7c239c,3,0
1f4249d7eacd61f4,3,0
2bf6e73513c082e7,3,0
f0fc91420a3bf603,3,0
8dd395d4cc0cc8d8,3,0
b9c5fe55dcb05c2a,3,0
8bd367f1835dd6b7,3,0
94197d2139a9c489,3,0
e069ce9200e8d24a,3,0
04b107d9dc0b85b6,3,0
c62903673b0b9fb8,3,0
627060ec6a0e7dbd,3,0
99e589c397e65065,3,0
3d1df05cbddcc3aa,3,0
bcfc550556856d02,3,0
c41b6c2f55aa2f41,3,0
2eba0c727004adbc,3,0
3309e578e0eab5b7,3,0
65032cac21cd2660,3,0
c37d9769c2cd4c16,3,0
4244de54d9b4726a,3,0
df6425471920e681,3,0
e2583d4e2a2b473e,3,0
0f78a42b823bbf57,3,0
e2a858ba48775f41,2,0
135e95cf1fa9e404,2,0
440f07c1e29ad9dc,2,0
3f54747d37c9d7fe,2,0
4b412b9ed5d1dfad,2,0
9d23985b2721688e,2,0
53c329579d0e0e28,2,0
0913a697d51294e9,2,0
298a88c6e954429d,2,0
0073e177fa988f26,2,0
4befd6cd7835dc24,2,0
ba0302f82415a991,2,0
d23b6f70fcd76c27,2,0
0b73a631c279c630,2,0
7b639d004449f83f,2,0
8229bb6139720152,2,0
5d4b94788bda8f38,2,0
abbb03e13162b026,2,0
652bfab983fc498b,2,0
9a0fcf668ed7b631,2,0
c2b854541e733eb7,2,0
4ebcde9c17516fa4,2,0
903cf6fb619668ae,2,0
a2cc344b289c7c9b,2,0
8c4bc75524a5e45a,2,0
3f52b237f424cf7a,2,0
4f1e5c65e5f02310,2,0
3d6da11c6292256c,2,0
e174522699bac9a3,2,0
10ee1ca0be971b55,2,0
9285f3737964bd79,2,0
ee6813c4374223ab,2,0
e6d10fb05846e1d2,2,0
ca910c0639e40bfb,2,0
e7eb5ebcb53e68cb,2,0
a939202ce81e0d5b,2,0
d57c8b3bf9a3189b,2,0
f600949a65c10a94,2,0
0927e779102fc97b,2,0
fce01d3eea0684c7,2,0
3f6e1aac86207528,2,0
9f04dc966c715cf7,2,0
e5f0ed177acc4967,2,0
910f9a4c6e64f6a5,2,0
fb4271f88994f2db,2,0
9adeabdaa2dfa048,2,0
1e579b91134e2131,2,0
b21bb614e985c76b,2,0
d1e74328bab3a7cd,2,0
fa00f844f7029011,2,0
8f276ebfe5eb8448,2,0
5ba26878d2e0e6cc,2,0
6908faae6bb39a06,2,0
ef17836f4ea335d5,2,0
fb4e749507388840,2,0
4c463d37dc580b47,2,0
b122144aa682136b,2,0
fc1001de323df10b,2,0
f2ac51dc05ef1ab4,2,0
44511bb61e3eece4,2,0
bc0d69a923f20f6b,2,0
925a395a36806ba4,2,0
9a71352062d98687,2,0
a3cf1aa0006cb033,2,0
60dab3b49983d8dd,2,0
020b3f91c5e288bf,2,0
2aea52fad7371b83,2,0
7f2a324f539362d9,2,0
958fc8b1cf140094,2,0
c1212fde1b73a669,2,0
af2d17c0d2e7ef24,2,0
e527068019f4ab64,2,0
ae5570126b667e06,2,0
4e7518b5b045480a,2,0
d47de3ca78d121be,2,0
fb7e3b9f84598b72,2,0
a4e82faca5cdbbbb,2,0
317c6e5c0c5b1ceb,2,0
222c32f8b7f436b5,2,0
0c75052eff9f76d2,2,0
8407c3299ebdaf0b,2,0
3b0f07c2f433ac6a,2,0
d38e76eae8461572,2,0
d2eeaf22385e2636,2,0
9b62ac92bb9b27d2,2,0
4a4e06dd47345ddb,2,0
6677b69ea453b1ad,2,0
4d22d61e4f15a056,2,0
06bfe2ba14f88e24,2,0
e03f53140f943ca1,2,0
9a889ddac529d95a,2,0
2b3b556652758ae9,2,0
33594f5a63ed03d9,2,0
202c6a591678c25d,2,0
da8323bf7117172b,2,0
7dde4512872cfa28,2,0
56b61c7d781ee5fb,2,0
bda0ce0d2627f8d8,2,0
d73bd3925abee9c9,2,0
dd9f88b0b6907a8b,2,0
820bf07328b40dd3,2,0
916f8aa94bd5086a,2,0
b239f5429f5c1b47,2,0
bac153366bc4e07e,2,0
22eed4680a57a41f,2,0
4319b5bf363fe6c7,2,0
2c727e60736fdbe1,2,0
9bf883ab20b2aaf9,2,0
d7f168e6b1eba670,2,0
5811b25371c223c4,2,0
1fbe4cb9fd3fc5ae,2,0
40a265d494b4f6ee,2,0
6f6ca5ead78d4320,2,0
eacb5e2f461dd871,2,0
6c3bc40cdb0c070e,2,0
837dcc74b4421b38,2,0
f7b1f6c4fa4829c1,2,0
b2f0b88cba9e7971,2,0
2f27d96fa1c99577,2,0
2a745ea2669103de,2,0
167ee8e45615c9aa,2,0
868c2d9aedbf09f6,2,0
d90be338e4316b6f,2,0
4d2e6255dc9f4ea4,2,0
e86bce7eecff1d0b,2,0
d3578a7786073a39,2,0
0b4d780b03a61931,2,0
6f96a6d31975169d,2,0
534374144ced9cd1,2,0
b0c54dc384812196,2,0
06dbe3c0dc72664e,2,0
e38d51137ca85a18,2,0
dcfa848ee2b0cbcd,2,0
76fb09df60ce168a,2,0
da9507385d10921e,2,0
8bd870692b607715,2,0
6f71f52b3fe33b97,2,0
65443f0f2c07e2ba,2,0
d7f5822fb366f154,2,0
d0aa65fc61b19ad3,2,0
c90d51b74eae6e63,2,0
4d6b1b392db65165,2,0
e3948b98665ad1f4,2,0
151f9bfea9397bc4,2,0
6afacca4ffbca0e6,2,0
df2bd2734cff6873,2,0
d3e16c929a4340bf,2,0
b889f297cf93c612,2,0
b17563964d1359fa,2,0
7845189f82994d42,2,0
541e40b57cd6a669,2,0
119d0869115d6ffd,2,0
7675826a43dcde87,2,0
2adaefea242246e8,2,0
ea6a12d2befa0387,2,0
d6aa0e85e2e6801d,2,0
1d6f0829ce518734,2,0
83595c847e87b0a4,2,0
404907719bec09ad,2,0
230ebd9ad9181481,2,0
28c0f8dbdfbbce86,2,0
7959456cf5a31795,2,0
2963e333b4870c91,2,0
0a0e993989e376f0,2,0
364586da4567b0c0,2,0
3fc336e60954b5fa,2,0
fe3368227ddfea3d,2,0
7da24bbefc946330,2,0
d7a8a06662051ea3,2,0
3cfbd265006c7bad,2,0
e5ee44f372b88a6c,2,0
7a1ad0a4bbb93d3d,2,0
571f75991836b084,2,0
93ced950c9483d8d,2,0
210862167a955608,2,0
7435675cfd618cea,2,0
8adedf407f6e5573,2,0
812f7739f31b270e,2,0
a6c476f7f08b7bb7,2,0
37d2e1a5e59a2f63,2,0
7f7326f206ccbdec,2,0
19e221f7de19fbf5,2,0
d63466d57bdee91c,2,0
a4865f9089d250d8,2,0
d2d5917a29fb1b9d,2,0
50f8d30c33725aa3,2,0
fe2ae0daa88aa03a,2,0
99dbeb63c8a6cc5d,2,0
629dc519295018da,2,0
18efe33ebc0fc3c9,2,0
12c2db0defb7e9b4,2,0
6f5e9c6ef4477781,2,0
84b7b1c200f8d8f4,2,0
1feaa577ed50f642,2,0
f79a379794bfc828,2,0
39789fdbfb29f2b1,2,0
8e52a77c0b25455a,2,0
5c8f020b4ae561be,2,0
95fd56d1282c2c2a,2,0
3bb6ac8453df0348,2,0
675de098da790c48,2,0
1dd96999eb3b105b,2,0
550a108efa69b8b2,2,0
6026e507e10ee67c,2,0
21cd55fe386c4928,2,0
c2a17d4459dcb285,2,0
fd3b55782da19f20,2,0
9349575fcf8408ee,2,0
28208e7e858358f7,2,0
86c6413f796bf2e7,2,0
147f0982ad79f004,2,0
1d105d4ae2cc7c29,2,0
804137650ed86be3,2,0
1f6748dfff985116,2,0
68bc3085f232f5ab,2,0
a2abde0d335ffc04,2,0
759c43859bd49095,2,0
507721a434ecf5f9,2,0
1dcbca0c9dff045f,2,0
475edc34c5773558,2,0
08c34d02aee48913,2,0
fcab993075331edb,2,0
aaf5feaa97af7f54,2,0
96d2412a9d8194f3,2,0
871ae25591e2f902,2,0
09e8014c987fcc0b,2,0
dabe0213abd443cc,2,0
7f3fb811feebfd22,2,0
1c1f01f2c33e86bf,2,0
6414b53c8436d5d8,2,0
dac20031cff6502e,2,0
958ee1420deacf67,2,0
014231c921c17efd,2,0
4a6d65ef4210cad6,2,0
6ef33e4c6fbffcbe,2,0
1f4048acfa907502,2,0
bf30c401cb09465d,2,0
126f79b6e765fef2,2,0
812d5d7d1c392d1f,2,0
6b5791fc00761e93,2,0
cc23901120229cd0,2,0
c1cc7ab5447a2f2b,2,0
88a9efdd83b4afb2,2,0
86f4320d0b929843,2,0
696df200f7baae25,2,0
284b95933001fd73,2,0
eea7435a2042235f,2,0
6d81db5d13372cc1,2,0
b3c84cef291220e4,2,0
1bd4ae7b4ffd7fe4,2,0
69773f4bf5864c6a,2,0
aebd0e229e587254,2,0
93644d71a6b80f1a,2,0
1358c019ccfc2507,2,0
ad821ca6ae0bbef4,2,0
c578552afea7b305,2,0
cf4b2bf34f4dfee1,2,0
59b6a8d76aa268b2,2,0
baa5ff03f533e6c0,2,0
b8fe07bfd84c3374,2,0
f320825c13d4bddc,2,0
cce488933483c3fb,2,0
3d385ca387476090,2,0
cbe0055a80271052,2,0
91bba4c1f50f1302,2,0
71c3a2558a01bbba,2,0
4797079b6198f35b,2,0
8c52b8e12a936440,2,0
0751786c7af4b9cd,2,0
f7540137fb2ce1cc,2,0
edb9658ba3b8c530,2,0
3f203e35639fe7de,2,0
37d877728c4e9fc0,2,0
d357c157c74c5bca,2,0
f75bca8b016fedc1,2,0
cc255acbde5d5405,2,0
d1afecc0599bc035,2,0
0fd82bc0b63b1977,2,0
9c478d5f6899912a,2,0
2c543b8271b483ab,2,0
929a4a7f13d40914,2,0
e20cd4e69a5eef81,2,0
752732d519ca5886,2,0
345e5c4e88ce66cd,2,0
b571b6ae179c42d0,2,0
997d68ebf1fa63e7,2,0
9a1a86b279954433,2,0
5caa7346c6138b3c,2,0
47d464f1925e7327,2,0
b3f3c9a19702e53a,2,0
c236c9e8511428fc,2,0
7d9ea0562b6c8cf1,2,0
b95d2b7e9a4c4f6f,2,0
5da34bd8c3512f39,2,0
ab0de04ce6c56199,2,0
95115a8d33f5620f,2,0
23e6ba64c079468d,2,0
6608897cca6ef6dc,2,0
369449acc1738307,2,0
0d41915c5c3b7b7d,2,0
96ea9dd93ceb9a33,2,0
e6f24c889739d18a,2,0
83b60a13b7f9b274,2,0
0f76ced4a36bb120,2,0
cc0c8706f2b16f76,2,0
629aef3e45606f53,2,0
6de119240d37f39e,2,0
1e100c68e91ddf2e,2,0
7fd8be790071d57a,2,0
62af5b139fdaefd9,2,0
7fa95e25519c50de,2,0
577732dc989b7a30,2,0
2d410cd685fc1711,2,0
b3908a297cf4f712,2,0
e9ce4c02720321d9,2,0
8e117881a2de307c,2,0
37b3020054d9f938,2,0
5fd228ffe34eef36,2,0
0c7f040da12fb031,2,0
67e545346d51d73a,2,0
878ccd7ef5f07813,2,0
6e6779b6477ec48f,2,0
2480fb36e7d4c890,2,0
1aa9922533ac48d8,2,0
b400314550e4b3e8,2,0
8504d98fa1cbf5e8,2,0
b0f1fde3ea62fca1,2,0
295a498a25ba6086,2,0
fe958e625b3723e8,2,0
354712475afc672c,2,0
3bad052e4cb91e26,2,0
901929421a2218ce,2,0
876df5875a043063,2,0
0f2d870a0221bc2a,2,0
901fad2a734b4e4d,2,0
4dd57c8886d1843f,2,0
daae35e35a147c82,2,0
3a50821d03e95d05,2,0
7db4143455ef10b0,2,0
47cfbcd3250abff3,2,0
a8e487eae0313634,2,0
326466a498248cbf,2,0
965418687486276a,2,0
a2a3770c8381dbcf,2,0
3e6ad00150734e51,2,0
449ce981aa694e82,2,0
9248b2469e3cfaed,2,0
ade56ed572d76553,2,0
a073de38b2d610fd,2,0
5ee4f2a3623f8ed1,2,0
c9a63165a35a45d4,2,0
324368dd0ba35d3f,2,0
c16f630e87473da4,2,0
11af334438caaf0b,2,0
19a4a6df22a86ca5,2,0
0508e62e2b8040e9,2,0
53ba506e81030bd4,2,0
7469b685c5fb08b7,2,0
6e4b059c6e75824f,2,0
cb8616a80745e70b,2,0
25ada0d96cbc70d9,2,0
f433e462101a7fbf,2,0
cfe2b7ea7fae0e25,2,0
f14959b6a1204415,2,0
7a1a54028579fa3f,2,0
76e7e84ab942c37a,2,0
b462fa1efe1cbdb6,2,0
3284204ca13767fe,2,0
9b9a09fc384d4c28,2,0
683488ee12bff0c0,2,0
7c5d1428d5cf6b2e,2,0
f975b40226893fc7,2,0
46143d90bb3025aa,2,0
cd78ce646b382aa6,2,0
ec9c33a0b07ef18c,2,0
b6262f7f3aa1af89,2,0
144b022993467e73,2,0
a1a0b166b7704f4f,2,0
5b84aee98af95e8b,2,0
13624f0a33650b9c,2,0
fea2ba8e3b393b57,2,0
bd2b40106f6cabe8,2,0
8c7a0f73f0790e10,2,0
140a7d93abf5a65c,2,0
56e95ca0391a6c58,2,0
f9defbb28a142a0c,2,0
358dc8b9f7c40df8,2,0
ac24669bc573d5aa,2,0
db8de48f7eb79d76,2,0
7f707de198dc05b4,2,0
a10ce5f43a6a713e,2,0
3dad825e1d637755,2,0
93b600ecda20c1b1,2,0
36d1b9add28752bc,2,0
517e71b40bc11663,2,0
b62d113f774ecc8c,2,0
3cfa896c6b6b1f81,2,0
7e17bde97bb4bd79,2,0
43e636bab5f8f809,2,0
7abe8f79a48c8940,2,0
81a360c15e171248,2,0
278e973d575ef8e1,2,0
88bbbdbe5363dec1,2,0
7b8c147b721fa807,2,0
a3f00fb9ee0a053a,2,0
749c99ec08f9bc61,2,0
afde78ad69bfd9ab,2,0
7dbfe63325d23f15,2,0
52a852937ba167a4,2,0
744d02b2a71d0b42,2,0
7aba5622baf23f50,2,0
9cd348cdb6cacb19,2,0
d270b9540da685e6,2,0
1b69b53f4b6d3349,2,0
895cf15654de94ff,2,0
182d25f4c7b92440,2,0
39a453627af387b2,2,0
ee8c46fd39600644,2,0
d93365e1cb890b8a,2,0
caba3febc96d26f4,2,0
ef66526f058b951e,2,0
aab261e363c78c43,2,0
2213ffc4264ac5da,2,0
d0df1858314740ad,2,0
182e7dceb10bfa8e,2,0
67051886574a850b,2,0
482cac6eed6c13f4,2,0
ed714d85173cf329,2,0
274737d81b2d0455,2,0
ea92d1e0d3bc556a,2,0
0cf870aa1c8d8bfb,2,0
ad4facd22216253c,2,0
1b60632a7cd86030,2,0
f6095dc4164b654a,2,0
6f49a565aec301df,2,0
acf3f9202dd9eac2,2,0
e4e19097c8a559ce,2,0
208ebdb2de94d3d9,2,0
e6bb0c65453218a7,2,0
4fa3f5001448003d,2,0
40ca402b6fd64f32,2,0
738a4cc349203c25,2,0
4277639b1c837214,2,0
61d253a00f768060,2,0
adb7ceab6806d1f4,2,0
692d9c575fb619eb,2,0
c2f3b5de4acd4d5c,2,0
a7f14646cb057104,2,0
c6c03cc8cecd6ae5,2,0
d43eaa897ffe5b0c,2,0
af95d96535e0b49f,2,0
f675ef515eb839cc,2,0
b0720289b2e80462,2,0
6760629a192b69e6,2,0
528f004112253a76,2,0
55d84a7952d447a7,2,0
955c8db29eb4be71,2,0
ce72b23666fdc3f6,2,0
4de2b58eeca9228a,2,0
8a0d0bd7cde31e56,2,0
2b9ba536c4e30c48,2,0
